ID,Timestamp,Camera Name,Type,Message,Snapshot Path
20251123134753482,2025-11-23T13:47:53,Default Camera,snapshot,Snapshot taken,C:/Users/shrey/OneDrive/Desktop/QTHackathon/qtathon-2025-round2-zeus_storm/surveillance_panel/build/Desktop_Qt_6_10_0_MSVC2022_64bit-Debug/snapshots/Default_Camera_20251123_134753.png
